Object.ID	Circularity.Factor	Mean.Intensity.EGFP	Mean.Intensity.mCherry	Area	Position	P.bodies..Counts	P.bodies.nuc..Counts	total_intensity_DCP1A_P.bodies	mean_intensity_DCP1A_P.bodies	total_intensity_DCP1A_P.bodies.nuc	mean_intensity_DCP1A_P.bodies.nuc	total_intensity_DCP1A_cytoplasm	mean_intensity_DCP1A_cytoplasm	total_intensity_P.bodies_all	mean_intensity_P.bodies_all	P.bodies_count	P.bodies.nuc_count	Parent.Object.ID..Well.	Parent.Trace.ID	black	green	nuclei	red
166615	1.0411815	331.22351	202.71265	783	1	0	0	0	0	0	0	28173	54.918129	0	0	0	0	274	-1	0	0	1	1
133474	1.0573081	242.81285	169.34186	1448	5	0	0	0	0	0	0	60645	22.198023	0	0	0	0	236	-1	1	0	1	0
169180	1.0560342	389.51245	170.9906	2129	8	0	0	0	0	0	0	52382	30.366377	0	0	0	0	270	-1	0	1	1	0
144140	1.0653571	269.23889	208.90315	1239	9	1	1	1542	171.33333	10577	112.52128	40661	39.097115	12119	118.81373	1	1	217	-1	0	0	1	1
128512	1.0670484	805.49072	188.68921	1612	7	0	1	0	0	353	6.4181818	114828	256.88591	353	6.4181818	0	1	214	-1	0	1	1	0
38569	1.0624941	241.60957	195.05531	940	6	0	1	0	0	199	5.6857143	34708	18.670253	199	5.6857143	0	1	69	-1	0	0	1	1
32398	1.0805187	405.67349	201.55516	1124	6	1	1	12472	2078.6667	731	10.152778	270996	119.75077	13203	171.46753	1	1	57	-1	0	0	1	1
152823	1.1033922	450.43127	179.56731	1419	8	4	2	8537	243.91429	1987	18.398148	56765	53.150749	10524	74.112676	4	2	253	-1	0	1	1	0
216264	1.0343447	441.12247	166.5752	1935	8	0	2	0	0	2068	25.530864	306566	84.756981	2068	25.530864	0	2	361	-1	0	1	1	0
167571	1.0815584	283.38773	178.88524	1403	9	2	2	1922	174.72727	536	7.6571429	28909	23.970978	2458	30.725	2	2	273	-1	0	1	1	0
156424	1.1165045	233.97794	209.04303	1813	5	1	3	1228	153.5	1174	7.8791946	9528.0001	6.612075	2402	15.397436	1	3	260	-1	0	0	1	1
14022	1.1629375	624.19775	186.75093	8921	2	0	6	0	0	10151	22.30989	480549	159.81011	10151	22.30989	0	6	46	-1	0	0	0	0
156820	1.0239699	631.72351	185.98854	1483	8	0	1	0	0	571	14.641026	247368	213.24828	571	14.641026	0	1	261	-1	0	1	1	0
214702	1.0654981	341.96024	176.03326	1383	7	0	0	0	0	0	0	23969	30.690141	0	0	0	0	364	-1	0	1	1	0
161922	1.0599104	236.37738	180.69046	1415	5	3	1	26881	960.03571	202	5.9411765	18995	15.405515	27083	443.98361	3	1	285	-1	0	0	1	1
49578	1.1594208	374.04785	241.95093	815	5	1	3	385	96.25	6873	39.728324	56140	60.691892	7258	41.238636	1	3	78	-1	0	0	0	0
33802	1.0571672	329.20035	180.22406	1687	7	0	1	0	0	232.99998	4.160714	48721	40.804858	232.99998	4.160714	0	1	60	-1	0	1	1	0
80685	1.1236758	221.80356	237.65434	1461	8	4	1	6181	213.13793	196	5.2972973	64024.004	26.401651	6377	98.107692	4	1	122	-1	0	0	1	1
171818	1.0538868	328.32767	169.37714	1233	9	0	1	0	0	2419	42.438596	9108	18.549898	2419	42.438596	0	1	265	-1	0	1	1	0
159722	1.228863	224.73518	199.75037	6257	4	0	4	0	0	1415	4.7966101	12326	4.7298542	1415	4.7966101	0	4	287	-1	0	0	0	0
30373	1.0275091	251.2881	234.28334	1260	5	1	1	1266	211	465	7.6229508	100794.01	35.205731	1731	26.227273	1	1	52	-1	0	0	1	1
93738	1.0791842	316.85699	177.80142	2105	9	5	2	20932	455.04348	1851	21.776471	79232.001	42.735707	22783	175.25385	5	2	160	-1	0	1	1	0
177118	1.0974228	417.892	185.69498	1213	9	1	1	2263	565.75	1994	30.212121	57033	56.636544	4257	61.695652	1	1	301	-1	0	1	1	0
107407	1.1367981	366.75055	159.77373	906	9	0	2	0	0	10018	130.1039	13135	20.364341	10018	130.1039	0	2	180	-1	0	1	1	0
160473	1.1529269	268.55539	207.45667	1327	1	1	1	818	163.6	275	5.6122449	16947	18.460784	1093	20.622642	1	1	286	-1	0	0	1	1
173020	1.0567378	322.71799	165.94006	851	9	1	0	890	127.14286	0	0	26251	31.85801	890	127.14286	1	0	264	-1	0	1	1	0
520	1.021631	371.50208	175.42957	1448	6	0	1	0	0	5476.0005	71.116889	44470.999	29.104057	5476.0005	71.116889	0	1	0	-1	0	1	1	0
153574	1.0764188	415.319	171.86067	1859	8	0	0	0	0	0	0	53416	38.072701	0	0	0	0	255	-1	0	1	1	0
32664	1.0100151	431.44223	240.87425	4310	5	1	2	2516	419.33333	1579	14.225225	110667	56.290437	4095	35.301724	1	2	58	-1	0	0	0	0
178649	1.1389102	272.44119	191.56946	1879	5	2	1	28541	1585.6111	114	2.7804878	71292.999	60.010942	28655	494.05172	2	1	306	-1	0	0	1	1
120589	1.071608	219.68068	208.17799	1309	7	1	1	9361	1170.125	269	4.4833333	28548.002	24.275512	9630	143.73134	1	1	199	-1	0	0	1	1
77059	1.0727167	467.64771	166.08322	721	1	0	3	0	0	1320	10.731707	23338	32.190345	1320	10.731707	0	3	128	-1	0	1	1	0
26345	1.1095337	261.47461	192.48067	1319	8	0	1	0	0	205	4.6590909	13659	18.115385	205	4.6590909	0	1	24	-1	0	0	1	1
189337	1.0664636	296.17816	160.19005	1347	8	3	0	14791	616.29167	0	0	153329.99	63.411908	14791	616.29167	3	0	313	-1	0	1	1	0
92792	1.0206402	231.24196	196.07854	2050	7	2	1	12480	780	371	9.275	3150.999	3.0095502	12851	233.65455	2	1	159	-1	0	0	1	1
18395	1.0641322	255.50313	219.06628	1916	7	0	1	0	0	370.00003	5.0000004	21000	15.053763	370.00003	5.0000004	0	1	39	-1	0	0	1	1
147027	1.0280108	314.19327	159.74963	1366	5	0	1	0	0	1519	19.474359	46120	24.584222	1519	19.474359	0	1	241	-1	0	1	1	0
27411	1.0241781	469.00455	167.81221	1097	8	3	2	10179	339.3	1791	26.338235	179744	142.09012	11970	123.40206	3	2	48	-1	0	1	1	0
176626	1.0566585	339.62897	178.55717	1644	8	0	0	0	0	0	0	23708	21.513612	0	0	0	0	299	-1	0	1	1	0
56145	1.0622714	264.08737	203.6833	1522	8	2	1	10767	633.35294	620	7.8481013	66082.998	32.763013	11387	119.86316	2	1	99	-1	0	0	1	1
97279	1.0800495	275.85001	195.64799	1500	6	2	2	10730	715.33333	311	3.344086	42229.999	44.782608	11041	103.18692	2	2	166	-1	0	0	1	1
9271	1.0076046	263.76978	166.2814	430	6	3	1	4474	248.55556	1332	7.4	76229	46.311665	5806	29.472081	3	1	16	-1	0	0	0	0
65640	1.0927218	1685.2366	204.31279	1298	1	3	2	20841.999	293.54928	5035	50.858586	2475118	947.2323	25876.999	153.11834	3	2	118	-1	0	0	1	0
209049	1.0610749	297.51675	203.64944	716	1	1	1	5066	562.88889	341	6.4339623	50931	85.598319	5407	88.639344	1	1	375	-1	0	0	1	1
155681	1.0203558	1158.3387	159.81445	1951	1	1	0	1022	204.4	0	0	91777.002	108.86952	1022	204.4	1	0	259	-1	0	1	1	0
63481	1.0489868	423.03644	194.39259	1592	9	3	2	2448	122.4	2188	12.72093	99926	94.53737	4636	24.272251	3	2	113	-1	0	1	1	0
149384	1.03663	278.26294	203.44742	1198	8	0	1	0	0	1921.9999	12.164556	7777	9.3137725	1921.9999	12.164556	0	1	246	-1	0	0	1	1
163188	1.0379087	1865.0322	167.0779	1181	5	1	0	1060	212	0	0	279463	115.67177	1060	212	1	0	282	-1	0	1	1	0
154090	1.2060076	242.57239	217.65623	2397	7	4	4	9603	274.37143	897	5.4695122	24269	13.742356	10500	53.030303	4	4	256	-1	0	0	0	0
178429	1.1258331	392.25964	179.76663	2284	8	0	2	0	0	9376.9999	74.420634	36619	26.231375	9376.9999	74.420634	0	2	305	-1	0	0	0	0
119164	1.0430326	282.91165	201.53017	1856	5	1	2	1290	215	333.99998	4.6388887	211062	58.709875	1624	21.090909	1	2	197	-1	0	0	1	1
191782	1.0943088	399.31958	178.23558	1405	7	3	0	5941	148.525	0	0	54204	47.381119	5941	148.525	3	0	337	-1	0	1	1	0
71060	1.0744694	241.60597	275.34329	1675	9	4	2	4686	187.44	312	5.0322581	50432	26.009283	4998	58.116279	4	2	140	-1	0	0	1	1
104116	1.1511837	281.37286	198.22102	2226	4	1	0	2298	208.90909	0	0	164631	38.965917	2298	208.90909	1	0	184	-1	0	0	0	0
31000	1.1569286	302.99817	221.55397	2177	9	0	0	0	0	0	0	60720.001	50.726818	0	0	0	0	53	-1	0	0	0	0
85009	1.0644794	256.45016	201.03377	1244	6	6	1	7279	214.08824	569	8.1285714	33315.998	21.591703	7848	76.194175	6	1	145	-1	0	0	1	1
155198	1.0557607	604.65527	160.50905	2544	4	4	2	56289	1481.2895	2383	16.78169	97972	62.44232	58672	327.77654	4	2	258	-1	0	1	1	0
161592	1.0407652	363.44452	220.13512	1865	9	3	0	5718	228.72	0	0	90797	62.966019	5718	228.72	3	0	286	-1	0	0	1	1
62594	1.0892385	312.82874	210.19775	2680	5	1	1	22869	2079	759	10.256757	69141	47.584997	23628	281.28571	1	1	112	-1	0	0	0	0
109639	1.065184	265.10349	216.11476	976	7	3	1	20143	503.575	239	5.3111111	33225.999	37.671201	20382	242.64286	3	1	176	-1	0	0	1	1
156308	1.0985974	262.01321	235.04346	1818	4	5	0	7279	214.08824	0	0	40145	20.503064	7279	214.08824	5	0	260	-1	0	0	1	1
75670	1.0556357	327.70154	172.73555	1176	2	0	2	0	0	5516	56.285714	17873	25.716546	5516	56.285714	0	2	130	-1	0	1	1	0
95481	1.0412902	236.867	178.64578	782	7	1	0	23299	2912.375	0	0	53884	40.362547	23299	2912.375	1	0	163	-1	0	0	1	1
125038	1.1063161	222.63715	194.24739	1152	5	0	2	0	0	760	6.4957265	21322	18.524761	760	6.4957265	0	2	209	-1	0	0	1	1
21092	1.0569601	324.46521	204.69336	1236	2	3	1	3431	228.73333	331	5.6101695	215490	87.313614	3762	51.534247	3	1	32	-1	0	0	1	1
94946	1.0435473	253.49722	210.13005	1261	7	5	1	16269	493	463	10.288889	112212	32.421843	16732	217.2987	5	1	162	-1	0	0	1	1
161704	1.0774186	255.92346	224.81198	1202	2	2	2	7185	653.18182	1720	13.4375	100901	41.016667	8905	64.528986	2	2	285	-1	0	0	1	1
38473	1.0615969	255.31285	175.96153	2132	6	3	4	2576	128.8	2322	9.250996	91752	24.81796	4898	18.140741	3	4	69	-1	1	0	1	0
180666	1.1968594	245.75229	193.00916	1421	8	2	1	8289	436.26316	527	8.5	54618	38.2479	8816	110.2	2	1	310	-1	0	0	0	0
92349	1.0701881	240.63219	226.22519	1199	7	1	0	5019	501.9	0	0	81287	26.862855	5019	501.9	1	0	158	-1	0	0	1	1
56342	1.0651998	456.23148	193.31444	2134	4	2	2	13284	603.81818	5108	35.72028	346501	89.558284	18392	112.14634	2	2	100	-1	0	1	1	0
68968	1.0298066	284.13953	175.15685	1154	3	0	1	0	0	626	16.473684	14465	13.173953	626	16.473684	0	1	142	-1	0	1	1	0
133898	1.0301011	343.82925	172.17003	1435	3	1	1	1614	124.15385	299	9.6451613	27855	21.214776	1913	44.488372	1	1	235	-1	0	1	1	0
187683	1.0994485	330.82928	188.11215	1810	2	1	0	6347	793.375	0	0	232060	65.498165	6347	793.375	1	0	318	-1	0	1	1	0
138448	1.099922	376.10806	172.15128	2036	1	1	2	574	63.777778	10570.001	70.466672	93209	62.180787	11144.001	70.53165	1	2	226	-1	0	1	1	0
196024	1.0516194	277.26962	203.26849	1758	1	0	1	0	0	435.00003	9.0625006	14407	11.273083	435.00003	9.0625006	0	1	347	-1	0	0	1	1
107393	1.1007633	258.92111	199.41586	2193	9	6	2	29406	700.14286	588	5.7087379	87593	47.373175	29994	208.29167	6	2	180	-1	0	0	1	1
28317	1.058308	495.97583	175.73509	1861	6	3	0	5761	125.23913	0	0	225472.02	138.4113	5761	125.23913	3	0	49	-1	0	1	1	0
117463	1.023822	417.56116	174.1181	1431	6	0	1	0	0	2929	63.673913	29258	50.619376	2929	63.673913	0	1	193	-1	0	1	1	0
3212	1.0202891	400.09155	155.22836	994	9	0	1	0	0	151	6.2916667	21802	120.45304	151	6.2916667	0	1	4	-1	0	1	1	0
170312	1.0887173	278.76187	215.24947	1852	3	18	2	26032	230.37168	4105	32.322835	78194	38.652496	30137	126.09623	18	2	267	-1	0	0	1	1
198359	1.0309043	318.51666	170.86758	1231	7	0	3	0	0	4003	29.007246	114719	55.770053	4003	29.007246	0	3	351	-1	0	1	1	0
140740	1.0838377	234.81139	222.83554	1739	3	0	1	0	0	486	5.6511628	62787	17.421476	486	5.6511628	0	1	222	-1	0	0	1	1
10402	1.0569998	359.46646	178.17378	1640	8	0	0	0	0	0	0	26845	21.666667	0	0	0	0	19	-1	0	1	1	0
161811	1.0684357	313.53076	175.25706	1381	4	1	3	575	71.875	5155	32.421384	128841	47.825167	5730	34.518072	1	3	285	-1	0	1	1	0
26045	1.0479966	384.54166	168.56592	1608	6	7	3	27877	648.30233	1475	10.688406	137276	92.317418	29352	163.06667	7	3	24	-1	0	1	1	0
6217	1.057105	368.69907	210.31866	1409	4	2	2	1732	123.71429	4330	49.204545	253019	94.977102	6062	60.019802	2	2	10	-1	0	0	1	1
102939	1.0295839	231.71304	209.45389	1258	6	0	0	0	0	0	0	61166	19.013366	0	0	0	0	186	-1	0	0	1	1
17857	1.0342787	253.36627	204.85175	1032	8	0	1	0	0	200	5.2631579	10792	12.44752	200	5.2631579	0	1	40	-1	0	0	1	1
504	1.0365761	299.77066	208.59023	1391	5	18	1	69015	405.97059	329	7	720875	102.23727	69344	321.03704	18	1	0	-1	0	0	1	1
141760	1.0445275	274.13055	226.84825	1463	3	4	1	3891	99.769231	641	7.5411765	2142	12.24	4532	36.845528	4	1	220	-1	0	0	1	1
203248	1.055491	231.32954	268.2197	1848	4	0	1	0	0	155	7.0454545	4420	6.6767372	155	7.0454545	0	1	359	-1	0	0	1	1
211107	1.0302552	297.22559	171.90791	1086	8	0	1	0	0	3155	37.559524	111958	47.02142	3155	37.559524	0	1	371	-1	0	1	1	0
41244	1.0320517	370.00079	174.938	1242	5	0	1	0	0	1044	17.694915	10869	7.5847872	1044	17.694915	0	1	95	-1	0	1	1	0
135852	1.0843645	298.20172	414.58707	1269	7	4	1	17072	437.74359	142	3.3023256	47619.996	40.91065	17214	212.51852	4	1	232	-1	0	0	1	1
199848	1.0600637	221.83125	204.59375	960	7	0	1	0	0	484	6.5405405	7328	9.654809	484	6.5405405	0	1	354	-1	0	0	1	1
126723	1.1663211	455.32394	184.46558	2309	6	0	1	0	0	377.99997	8.2173906	60997	27.182264	377.99997	8.2173906	0	1	212	-1	0	0	0	0
106394	1.0832499	251.9686	167.49365	1497	1	1	1	6890	861.25	327	6.9574468	90036.008	31.046899	7217	133.64815	1	1	180	-1	1	0	1	0
77012	1.0390944	374.24185	197.41672	1567	9	3	2	10178	407.12	670	9.5714286	194381	57.885944	10848	115.40426	3	2	129	-1	0	0	1	1
24298	1.0975034	319.41785	200.04851	639	3	1	1	914.99994	114.37499	477	5.9625	12288	74.472727	1391.9999	15.999999	1	1	25	-1	0	0	1	1
73550	1.0543823	287.35989	177.40894	2059	8	1	1	954	136.28571	2408	20.581197	23980	16.863572	3362	27.333333	1	1	135	-1	0	1	1	0
153508	1.0588064	272.76172	251.02185	1876	7	1	1	6450	1075	139	4.0882353	117752	29.269699	6589	168.94872	1	1	255	-1	0	0	1	1
1965	1.1189046	318.64386	246.77057	1373	9	6	2	18014	375.29167	922	7.8803419	159060	102.61935	18936	115.46341	6	2	1	-1	0	0	1	1
213427	1.0346315	424.82776	174.90677	1405	3	1	0	1028	171.33333	0	0	11169	13.002328	1028	171.33333	1	0	366	-1	0	1	1	0
140700	1.1087638	279.19617	173.83461	520	1	2	2	2669	190.64286	595	7.9333333	46622	66.130496	3264	37.090909	2	2	222	-1	0	0	0	0
154177	1.0591143	318.51044	184.00053	1867	8	2	2	10029	771.46154	878	10.578313	69021.004	88.262153	10907	114.81053	2	2	256	-1	0	1	1	0
26488	1.0519868	312.34613	191.74275	1069	9	1	1	397	99.25	498	9.3962264	24138	40.432161	895	15.982143	1	1	24	-1	0	0	1	1
954	1.0185842	473.72861	181.98288	1227	1	1	0	1449	241.5	0	0	403316	118.44816	1449	241.5	1	0	1	-1	0	1	1	0
31010	1.0243679	509.94397	182.07738	1499	9	0	0	0	0	0	0	421926.03	135.05955	0	0	0	0	53	-1	0	1	1	0
211215	1.0486293	351.83887	171.67381	1539	9	0	0	0	0	0	0	257415.98	92.695709	0	0	0	0	371	-1	0	1	1	0
48718	1.0202994	329.20319	185.49335	1127	8	2	0	9676	645.06667	0	0	245159	100.93001	9676	645.06667	2	0	82	-1	0	1	1	0
164866	1.1213004	344.05292	274.01266	3004	9	2	2	1237	103.08333	857	10.848101	18422	110.31138	2094	23.266667	2	2	279	-1	0	0	0	0
189187	1.0245757	331.91217	159.62984	1059	4	2	0	4443	246.83333	0	0	222315	101.32862	4443	246.83333	2	0	313	-1	0	1	1	0
210643	1.078889	275.31317	190.85333	2925	4	0	4	0	0	614	5.3859649	22960	13.482091	614	5.3859649	0	4	372	-1	0	0	0	0
178636	1.0895753	356.50983	179.5981	1677	5	0	1	0	0	1063	23.108696	242075.98	75.1089	1063	23.108696	0	1	306	-1	0	1	1	0
65895	1.0412596	299.0246	229.07185	1016	4	0	3	0	0	652.99999	6.1603773	14231	30.023207	652.99999	6.1603773	0	3	118	-1	0	0	1	1
101005	1.036618	260.6507	185.61415	1314	1	0	1	0	0	438.99997	9.5434776	51864	20.267292	438.99997	9.5434776	0	1	188	-1	0	0	1	1
34530	1.0205042	406.46936	176.24919	1240	9	0	2	0	0	1895	25.608108	69048	40.497361	1895	25.608108	0	2	61	-1	0	1	1	0
155879	1.1342961	1054.0015	235.66359	2708	5	2	4	4158	346.5	2738	17.779221	503846	101.39787	6896	41.793939	2	4	259	-1	0	0	0	0
160328	1.0408271	326.62033	170.95644	1446	8	0	2	0	0	3778	34.66055	13130	18.677099	3778	34.66055	0	2	287	-1	0	1	1	0
210982	1.0167775	327.69693	197.40515	1861	7	3	1	26481	827.53125	438	5.2771084	291920	83.764706	26919	236.13158	3	1	371	-1	0	0	1	1
139995	1.0367956	305.09949	179.483	1588	1	0	1	0	0	2143	39.685185	8604.9996	10.689441	2143	39.685185	0	1	223	-1	0	1	1	0
107339	1.0241646	342.78839	167.1133	1068	9	0	2	0	0	4033	56.802817	18773	19.865608	4033	56.802817	0	2	180	-1	0	1	1	0
126711	1.0601021	230.69444	203.41304	828	6	0	1	0	0	732	9.6315789	4959	6.6031957	732	9.6315789	0	1	212	-1	0	0	1	1
146810	1.1159108	292.99457	220.33818	1653	4	3	3	15929	724.04545	2721	22.303279	64789	54.720439	18650	130.41958	3	3	241	-1	0	0	1	1
56668	1.0466368	394.46945	186.01151	1391	1	1	0	19599	1959.9	0	0	131441	48.717939	19599	1959.9	1	0	101	-1	0	1	1	0
37474	1.0881648	711.69269	239.07011	1526	8	0	1	0	0	3799	92.658537	217937	244.5982	3799	92.658537	0	1	67	-1	0	0	1	1
29457	1.0641141	283.65524	203.36363	847	8	0	1	0	0	375	6.3559322	33795	28.737245	375	6.3559322	0	1	50	-1	0	0	1	1
7453	1.0440716	397.39685	181.56502	446	9	5	1	5393.9999	131.56097	2054	17.40678	74347	88.613826	7447.9999	47.13924	5	1	12	-1	0	0	0	0
190778	1.0732189	339.2045	171.1441	1374	7	0	0	0	0	0	0	28667	28.956566	0	0	0	0	336	-1	0	1	1	0
182163	1.0630638	216.60092	221.87431	1090	7	0	1	0	0	236.00002	5.619048	3736	6.0161031	236.00002	5.619048	0	1	335	-1	0	0	1	1
84456	1.0314175	406.50842	176.31749	1304	2	0	3	0	0	5228	45.46087	41579	56.112011	5228	45.46087	0	3	145	-1	0	1	1	0
94959	1.060965	303.88446	173.61029	1904	7	3	2	14005	778.05556	1354	13.676768	178191	52.133119	15359	132.40517	3	2	162	-1	0	1	1	0
198563	1.044202	286.59729	198.17737	1105	9	1	2	2611	435.16667	933	10.141304	28652	38.151798	3544	36.536082	1	2	351	-1	0	0	1	1
99524	1.0449731	325.44968	173.97595	1788	2	1	0	4945	824.16667	0	0	62734	59.463507	4945	824.16667	1	0	190	-1	0	1	1	0
208716	1.057363	346.34689	175.59935	1228	9	0	1	0	0	3881.0002	47.329271	39774	30.713514	3881.0002	47.329271	0	1	377	-1	0	1	1	0
207398	1.0416761	320.35333	196.84802	1033	9	0	2	0	0	2308	31.616438	2578	6.3970223	2308	31.616438	0	2	380	-1	0	0	1	1
33315	1.0459564	510.60913	174.01865	1448	7	0	0	0	0	0	0	61797.002	38.93951	0	0	0	0	59	-1	0	1	1	0
205072	1.0393797	219.06526	207.76007	1042	9	0	0	0	0	0	0	4529.9999	4.9834982	0	0	0	0	383	-1	0	0	1	1
105862	1.0685072	316.66791	172.15555	810	1	0	0	0	0	0	0	17439	18.591684	0	0	0	0	181	-1	0	1	1	0
144107	1.1237074	279.4379	223.3589	1747	9	0	1	0	0	639	6.7978723	45244	44.79604	639	6.7978723	0	1	217	-1	0	0	1	1
34731	1.0361217	551.37976	180.9687	1630	4	0	0	0	0	0	0	712894	186.28011	0	0	0	0	62	-1	0	1	1	0
51504	1.0083822	474.03806	176.27733	1839	4	1	1	1640	149.09091	1022	17.322034	620141	150.84919	2662	38.57971	1	1	73	-1	0	1	1	0
70272	1.1450451	295.55124	175.62125	800	2	1	0	7645	764.5	0	0	-3804	-12.231511	7645	764.5	1	0	140	-1	0	0	0	0
85620	1.0671248	262.14096	171.45648	1965	9	0	1	0	0	1411	7.4656085	46161	40.99556	1411	7.4656085	0	1	145	-1	1	0	1	0
72143	1.1260426	305.93747	197.38345	1583	7	1	0	10543	811	0	0	147715	48.510673	10543	811	1	0	137	-1	0	0	1	1
216381	1.0103207	390.63419	170.87666	1427	9	1	0	1894.0001	126.26667	0	0	26180.998	32.890701	1894.0001	126.26667	1	0	361	-1	0	1	1	0
122987	1.0569562	265.99173	207.88194	1694	2	4	1	16243	451.19444	1631	47.970588	129654	33.502326	17874	259.04348	4	1	205	-1	0	0	1	1
140403	1.0141366	272.74585	233.59251	1924	7	5	1	11304	353.25	250	6.9444444	208571.02	63.012391	11554	172.44776	5	1	223	-1	0	0	1	1
183964	1.0261419	336.45569	185.49413	2212	1	0	1	0	0	4502	73.803279	260670	58.276325	4502	73.803279	0	1	331	-1	0	1	1	0
42752	1.0747273	466.88831	241.76289	1531	8	1	1	1434	179.25	1415	33.690476	106058	144.88798	2849	58.142857	1	1	94	-1	0	0	1	1
174695	1.0621018	311.43839	218.43893	1875	1	3	1	22927	996.82609	418	7.7407407	337417	98.458418	23345	307.17105	3	1	292	-1	0	0	1	1
162733	1.1003908	1055.1627	172.03624	1352	6	2	1	4343	255.47059	714	12.526316	114658	132.39954	5057	69.273973	2	1	283	-1	0	1	1	0
210082	1.1190153	359.61716	182.32506	2821	3	3	1	5895	226.73077	757	29.115385	47680.999	29.109279	6652	130.43137	3	1	373	-1	0	0	0	0
80022	1.0225427	349.51486	177.4299	1177	9	0	2	0	0	2652.9999	33.162498	193795	77.704491	2652.9999	33.162498	0	2	123	-1	0	1	1	0
209625	1.0905787	274.55075	200.87845	1596	8	2	1	6086	507.16667	645	6.45	41065	20.249014	6731	60.63964	2	1	375	-1	0	0	1	1
201122	1.170469	285.73508	202.49199	687	9	1	3	791	131.83333	586	4.8032787	8263.0005	19.720765	1377	10.84252	1	3	356	-1	0	0	0	0
33627	1.0872041	293.56952	198.92433	2762	2	0	0	0	0	0	0	276128	52.898084	0	0	0	0	60	-1	0	0	0	0
9831	1.1306883	372.17084	218.84352	1604	3	1	2	1448	131.63636	1319	7.8047337	48730	57.464623	2767	15.458101	1	2	17	-1	0	0	1	1
68868	1.1423613	326.32071	174.11504	4381	2	2	1	6697	352.47368	1454	35.463415	41566.999	17.635553	8151	138.15254	2	1	142	-1	0	0	0	0
40281	1.0696057	260.28348	223.11244	1672	1	0	1	0	0	437	5.75	7234	7.9933702	437	5.75	0	1	71	-1	0	0	1	1
99160	1.0174334	216.1725	238.22734	1258	8	0	2	0	0	772	5.3241379	4558.0001	4.8386413	772	5.3241379	0	2	191	-1	0	0	1	1
120026	1.0359214	258.18912	171.22926	1121	8	0	0	0	0	0	0	80400	33.195706	0	0	0	0	198	-1	1	0	1	0
191414	1.0341598	451.00278	179.33426	1801	4	5	1	30437	760.925	421	9.3555556	153847	75.120605	30858	367.35714	5	1	337	-1	0	1	1	0
91713	1.1324244	282.42062	234.02228	2154	7	6	1	25406	498.15686	182	4.7894737	216698	50.880019	25588	290.77273	6	1	157	-1	0	0	0	0
185741	1.0240223	379.66666	167.28516	1017	8	0	1	0	0	1045	15.597015	126174	81.245332	1045	15.597015	0	1	326	-1	0	1	1	0
116074	1.0389402	245.21953	247.03629	1075	5	1	2	2061	121.23529	913	7.5454545	71836	33.631086	2974	21.708029	1	2	192	-1	0	0	1	1
180818	1.0517179	326.64948	161.67104	1067	9	1	0	1741	174.1	0	0	34414	59.334483	1741	174.1	1	0	310	-1	0	1	1	0
33201	1.0615646	347.05618	315.89835	2902	5	0	2	0	0	1409	17.835443	62750	30.328661	1409	17.835443	0	2	59	-1	0	0	0	0
148051	1.0023442	362.33466	181.2506	1273	8	2	1	1887	145.15385	924	10.153846	204544	83.147967	2811	27.291262	2	1	242	-1	0	1	1	0
165213	1.0384177	279.23325	194.68652	1209	9	7	1	13693	258.35849	183	6.5357143	49419	64.684555	13876	173.45	7	1	278	-1	0	0	1	1
27654	1.0878351	375.5527	264.68741	1366	9	1	1	1973	219.22222	102	3.2903226	46292	62.726287	2075	53.205128	1	1	48	-1	0	0	1	1
31772	1.0255406	449.85565	174.60031	1919	5	0	1	0	0	4107	63.184615	31941	22.227558	4107	63.184615	0	1	56	-1	0	1	1	0
57190	1.0217737	296.7373	172.98811	1515	4	0	0	0	0	0	0	142304	44.919192	0	0	0	0	102	-1	0	1	1	0
39844	1.1722212	513.93524	229.56047	2439	7	2	1	6534	384.35294	691	7.1979167	164033	154.16635	7225	64.508929	2	1	70	-1	0	0	0	0
176916	1.0227333	310.8067	189.39745	2033	7	0	2	0	0	182	3.7142857	212195	56.165961	182	3.7142857	0	2	301	-1	0	0	1	1
46906	1.0630197	331.0527	170.69853	1632	9	2	1	24434	1357.4444	1183	15.986486	100601.01	85.182903	25617	281.50549	2	1	86	-1	0	1	1	0
861	1.0309292	294.70862	220.28902	1685	9	1	0	11895	991.25	0	0	60936	38.788033	11895	991.25	1	0	0	-1	0	0	1	1
153476	1.1378206	508.39417	176.65088	2575	6	0	2	0	0	1837	27.833333	103758	49.859683	1837	27.833333	0	2	255	-1	0	0	0	0
213373	1.0170042	301.18579	170.48729	1927	3	0	2	0	0	750	10	78985	23.472511	750	10	0	2	366	-1	0	1	1	0
42444	1.0514475	451.1886	218.36926	1633	7	5	0	14411	576.44	0	0	428896.97	148.40726	14411	576.44	5	0	94	-1	0	0	1	1
16101	1.0132485	589.21021	192.77997	1727	8	0	0	0	0	0	0	673791	205.86343	0	0	0	0	43	-1	0	1	1	0
74351	1.0563302	325.65665	174.30472	1165	4	0	0	0	0	0	0	143887	54.317478	0	0	0	0	133	-1	0	1	1	0
160848	1.0396647	242.23787	170.54675	845	4	1	1	438	109.5	189	5.7272727	114226	75.897674	627	17.416667	1	1	286	-1	1	0	1	0
157689	1.1475821	371.68631	174.63528	3430	7	4	1	7125	285	4070	53.552632	94598	33.760885	11195	111.95	4	1	262	-1	0	0	0	0
