Object.ID	Circularity.Factor	Mean.Intensity.EGFP	Mean.Intensity.mCherry	Area	Position	P.bodies..Counts	P.bodies.nuc..Counts	total_intensity_DCP1A_P.bodies	mean_intensity_DCP1A_P.bodies	total_intensity_DCP1A_P.bodies.nuc	mean_intensity_DCP1A_P.bodies.nuc	total_intensity_DCP1A_cytoplasm	mean_intensity_DCP1A_cytoplasm	total_intensity_P.bodies_all	mean_intensity_P.bodies_all	P.bodies_count	P.bodies.nuc_count	Parent.Object.ID..Well.	Parent.Trace.ID	black	green	nuclei	red
15921	1.0606709	357.30011	164.96356	1043	2	0	1	0	0	883	18.020408	166244	83.876892	883	18.020408	0	1	43	-1	0	1	1	0
191333	1.0509186	324.04303	200.09155	1278	3	1	0	3743	534.71429	0	0	24056	26.062839	3743	534.71429	1	0	337	-1	0	0	1	1
167037	1.053448	303.71002	183.97301	2038	2	3	2	8571	408.14286	384.00001	4.0851065	213436	53.146414	8955	78.552632	3	2	273	-1	0	1	1	0
148149	1.0397252	233.16299	180.9505	2000	9	0	2	0	0	574	6.6744186	59937	15.991729	574	6.6744186	0	2	242	-1	0	0	1	1
38243	1.042322	376.707	172.65831	1355	2	0	0	0	0	0	0	21412	19.465455	0	0	0	0	69	-1	0	1	1	0
198167	1.0303065	317.36887	167.96895	2158	3	2	2	1750	175	1321	18.871429	303096	74.142857	3071	38.873418	2	2	351	-1	0	1	1	0
139668	1.0852939	249.57916	238.53528	2438	9	5	2	32969	804.12195	574	6.2391304	12300	9.8242812	33543	254.11364	5	2	225	-1	0	0	1	1
215345	1.0414053	408.1185	241.36041	3840	7	0	1	0	0	310	7.75	45817.001	24.553591	310	7.75	0	1	362	-1	0	0	0	0
149733	1.023954	378.16269	167.24048	1260	9	0	0	0	0	0	0	191200	71.530116	0	0	0	0	247	-1	0	1	1	0
132485	1.1101151	351.73203	241.31372	153	9	4	0	7682	320.08333	0	0	53483	76.513591	7682	320.08333	4	0	238	-1	0	0	0	0
75513	1.0257265	242.32056	211.34184	1644	1	0	1	0	0	448	7	65432.996	19.14365	448	7	0	1	130	-1	0	0	1	1
37552	1.0529206	234.00954	183.60912	944	1	0	1	0	0	174	5.6129032	7232	9.7861976	174	5.6129032	0	1	68	-1	0	0	1	1
21839	1.0641102	319.28165	186.23875	1445	1	0	0	0	0	0	0	18543	25.682825	0	0	0	0	30	-1	0	1	1	0
42025	1.0254764	373.02133	205.51225	1265	4	2	1	3955	304.23077	1341	8.5414013	225791.02	77.009214	5296	31.337278	2	1	94	-1	0	0	1	1
149747	1.0525589	473.71176	164.90065	1530	9	0	0	0	0	0	0	581737	146.71803	0	0	0	0	247	-1	0	1	1	0
191201	1.0654344	370.21185	212.73996	1619	2	2	1	2883	151.73684	871	13.4	220665	137.05901	3754	45.228916	2	1	337	-1	0	0	1	1
102080	1.1977099	381.18848	178.14349	3401	5	6	2	18781	399.59574	4578.9998	54.511902	418971.97	90.903009	23360	179.69231	6	2	187	-1	0	0	0	0
85314	1.0329191	373.57364	168.96391	1358	8	0	1	0	0	286	7.15	81649	66.761243	286	7.15	0	1	145	-1	0	1	1	0
57906	1.1024922	329.11081	174.28748	1868	5	0	1	0	0	723	18.075	248526.98	57.080153	723	18.075	0	1	103	-1	0	1	1	0
201827	1.1320556	323.84094	179.39052	3923	1	4	3	87505	1944.5556	873	8.8181818	147437	81.411927	88378	618.02797	4	3	358	-1	0	0	0	0
115027	1.0924877	261.01166	173.01443	1802	5	6	2	45704	1015.6444	652	6.4554455	112324	64.964719	46356	319.69655	6	2	168	-1	1	0	1	0
107049	1.0849287	316.34811	175.05914	1623	8	4	0	10812	491.45455	0	0	69400.998	45.360129	10812	491.45455	4	0	180	-1	0	1	1	0
157694	1.0949297	323.94342	164.73102	1502	7	0	2	0	0	1331	14.010526	29174	34.00233	1331	14.010526	0	2	262	-1	0	1	1	0
195187	1.1358757	664.95148	167.72371	1607	9	7	0	44928	880.94118	0	0	394220	109.02102	44928	880.94118	7	0	344	-1	0	1	1	0
123548	1.0489713	370.90393	169.35341	1395	9	0	3	0	0	12289	87.156028	210099	70.432115	12289	87.156028	0	3	205	-1	0	1	1	0
14027	1.0516818	357.52423	218.4131	1053	2	2	0	6608	472	0	0	108397	118.85636	6608	472	2	0	46	-1	0	0	1	1
202719	1.0821694	290.70224	220.2933	2915	8	1	0	31757	2442.8462	0	0	271170	57.064394	31757	2442.8462	1	0	358	-1	0	0	0	0
64282	1.0446918	245.82951	204.97844	1484	9	1	0	5405	772.14286	0	0	127637.01	35.513914	5405	772.14286	1	0	114	-1	0	0	1	1
155672	1.11703	547.86469	249.56572	2328	9	6	2	33214	738.08889	1212	13.318681	165575	71.553587	34426	255.00741	6	2	258	-1	0	0	0	0
194849	1.0522671	647.44495	168.2028	1780	3	1	2	2675	445.83333	3031	34.443182	29231	33.066742	5706	61.354839	1	2	344	-1	0	1	1	0
108090	1.0272176	314.56815	170.13692	1563	4	0	3	0	0	6910	41.878788	4297	24.554286	6910	41.878788	0	3	178	-1	0	1	1	0
30553	1.0180436	421.92932	288.00708	1132	9	6	1	16204	352.26087	480	9.6	603544	129.79441	16684	175.62105	6	1	52	-1	0	0	1	0
25846	1.0269599	293.991	192.0623	1220	4	1	0	2438	487.6	0	0	42343	44.854873	2438	487.6	1	0	24	-1	0	0	1	1
30070	1.0423477	296.00385	172.37001	1827	7	3	2	3247	104.74194	2073	16.322835	24664	15.570707	5320	33.88535	3	2	51	-1	0	1	1	0
58443	1.1234034	406.54327	197.8474	1907	6	4	2	8391	289.34483	1292	12.423077	263247	56.490772	9683	73.356061	4	2	104	-1	0	0	1	0
59082	1.0246327	376.76312	204.26439	1199	2	0	1	0	0	241	11.47619	18380	17.454891	241	11.47619	0	1	105	-1	0	0	1	1
117257	1.0386654	286.7995	171.66689	1576	5	6	1	5777	199.2069	708	6.6168224	190189	59.434063	6485	48.037037	6	1	193	-1	0	1	1	0
207833	1.098547	254.18248	212.39676	1792	8	1	2	1796	359.2	311.00001	4.5072465	33889	22.354222	2107	28.863014	1	2	379	-1	0	0	1	1
171646	1.0119766	254.83812	202.31767	1149	8	1	1	6252	625.2	307	5.7924528	99283	45.500917	6559	105.79032	1	1	265	-1	0	0	1	1
172321	1.1061286	264.96512	202.09531	1920	4	1	0	4027	335.58333	0	0	149035	44.06712	4027	335.58333	1	0	264	-1	0	0	1	1
81850	1.0468733	315.9126	165.00496	1007	9	0	1	0	0	1294	21.932203	31658	22.693907	1294	21.932203	0	1	121	-1	0	1	1	0
48483	1.0681234	304.45206	171.83427	1418	8	0	1	0	0	197	7.2962963	38456	44.925234	197	7.2962963	0	1	83	-1	0	1	1	0
98435	1.0621794	213.09633	179.13982	1173	8	0	2	0	0	608	4.8253968	953.00006	3.4157708	608	4.8253968	0	2	167	-1	0	0	1	0
25004	1.0652559	362.14536	172.26398	1610	8	2	1	8548	534.25	2690	40.149254	91832	64.624912	11238	137.04878	2	1	25	-1	0	1	1	0
113296	1.2636091	360.08936	191.37126	13182	2	9	9	28292	514.4	7122	16.836879	280907	46.507781	35414	74.243187	9	9	169	-1	0	0	0	0
24176	1.094594	323.87436	207.76265	1146	2	2	1	2409	104.73913	2781	21.068182	64238.996	54.952092	5190	33.701299	2	1	25	-1	0	0	1	1
212389	1.1048157	873.5163	169.78938	1809	7	0	3	0	0	9096.9999	73.959349	55408.002	47.316825	9096.9999	73.959349	0	3	368	-1	0	1	1	0
185335	1.0546418	313.81818	196.18425	1650	8	0	1	0	0	471	7.85	19302	19.186879	471	7.85	0	1	327	-1	0	0	1	1
115402	1.0474796	251.41188	210.03711	1078	8	1	1	2982	596.4	319	4.6911765	22258.998	28.464192	3301	45.847222	1	1	168	-1	0	0	1	1
135554	1.0405696	269.99078	315.6669	1411	3	1	0	856	171.2	0	0	16654	18.141612	856	171.2	1	0	232	-1	0	0	1	1
4129	1.0326238	332.56454	170.31291	1371	9	2	0	18672	982.73684	0	0	21916	18.683717	18672	982.73684	2	0	5	-1	0	1	1	0
126376	1.0720038	242.11993	224.68547	1259	8	6	0	11090	209.24528	0	0	89203	32.064342	11090	209.24528	6	0	211	-1	0	0	1	1
163671	1.0362644	2003.6373	193.33585	1194	9	4	2	6980	268.46154	2741	30.455556	287706	118.49506	9721	84.530435	4	2	282	-1	0	0	1	1
27816	1.0874242	340.23322	212.51437	626	1	5	1	10863	339.46875	403.00003	8.7608702	156517	59.241862	11266	146.31169	5	1	49	-1	0	0	1	1
702	1.0372115	471.02643	180.63618	1476	8	0	0	0	0	0	0	131785	148.23959	0	0	0	0	0	-1	0	1	1	0
163049	1.0897903	2219.208	222.98961	2789	2	5	1	34361	763.57778	1181	38.096774	778757.06	158.1875	35542	473.89333	5	1	282	-1	0	0	0	0
154163	1.053556	242.57561	255.11856	1164	8	1	1	1122	124.66667	222	6.9375	18793	16.749554	1344	33.6	1	1	256	-1	0	0	1	1
179175	1.1076515	275.13623	228.91655	1402	7	1	1	2343	180.23077	277	6.5952381	30716	31.342857	2620	48.518519	1	1	307	-1	0	0	1	1
102173	1.0674181	245.9369	225.69148	1585	6	1	2	4008	572.57143	897	7.9380531	19058	16.746924	4905	41.218487	1	2	187	-1	0	0	1	1
115112	1.0214366	396.8526	177.73589	1825	6	1	2	1293	143.66667	5863	41.878571	363302	104.69798	7156	48.351351	1	2	168	-1	0	1	1	0
10835	1.0805017	728.40295	274.59705	1427	5	3	1	5946	330.33333	743	16.886364	75534	81.570194	6689	109.65574	3	1	20	-1	0	0	1	0
73914	1.0411654	347.12442	175.60844	2130	5	2	0	1810	129.28571	0	0	302695	70.706611	1810	129.28571	2	0	134	-1	0	1	1	0
60534	1.1388795	261.03427	221.37241	3268	2	1	2	1234	137.11111	1099	8.2014925	216562	39.518613	2333	16.429577	1	2	108	-1	0	0	0	0
160863	1.0507196	286.0289	219.77393	1557	4	2	1	34222	2013.0588	325	7.9268293	74892	65.579685	34547	606.08772	2	1	286	-1	0	0	1	1
205446	1.0412993	237.37408	195.38077	1497	4	1	0	2385	216.81818	0	0	22196	27.67581	2385	216.81818	1	0	382	-1	0	0	1	1
148004	1.1385834	380.77979	161.97668	386	7	0	0	0	0	0	0	0	0	0	0	0	0	242	-1	0	0	0	0
143730	1.0243797	366.3895	176.2327	1199	5	0	1	0	0	3983	99.575	27715.999	34.049139	3983	99.575	0	1	217	-1	0	1	1	0
12187	1.0180478	293.68066	209.53148	1334	9	1	3	1130	102.72727	2260	17.384615	28280	25.56962	3390	24.214285	1	3	22	-1	0	0	1	1
186145	1.0546071	386.39395	181.75108	1386	9	1	0	1745	436.25	0	0	301632	114.51481	1745	436.25	1	0	325	-1	0	1	1	0
213543	1.0165295	355.19366	188.66476	1229	5	0	1	0	0	334	8.35	79884	34.314433	334	8.35	0	1	366	-1	0	1	1	0
112781	1.0610324	315.48157	170.68141	1356	6	0	2	0	0	1139	13.722892	19268	18.367969	1139	13.722892	0	2	170	-1	0	1	1	0
183051	1.0240198	237.50638	210.46127	1175	9	2	3	6108	226.22222	1079	6.2011494	25289	46.831481	7187	35.935	2	3	334	-1	0	0	1	1
192507	1.1401603	304.78091	205.56136	2013	8	0	1	0	0	428	22.526316	239192	61.394251	428	22.526316	0	1	338	-1	0	0	0	0
125236	1.0508456	427.8493	220.72134	2024	8	0	0	0	0	0	0	111039	50.175779	0	0	0	0	209	-1	0	0	1	1
113855	1.0354739	300.7388	242.49426	1742	6	1	2	3216	292.36364	632	5.4956522	218601	64.408073	3848	30.784	1	2	169	-1	0	0	1	1
28643	1.0505635	463.52234	169.27176	1700	8	1	1	873	97	530	16.060606	54249	126.16047	1403	34.219512	1	1	49	-1	0	1	1	0
84378	1.0593175	283.35236	202.6066	1121	1	3	1	3338	175.68421	355	9.3421053	32974	84.548718	3693	65.946429	3	1	145	-1	0	0	1	1
86025	1.046714	355.13394	177.228	1329	1	0	0	0	0	0	0	195630	67.435367	0	0	0	0	147	-1	0	1	1	0
701	1.0360654	319.68274	222.52466	1784	8	3	1	28725	1248.913	318	4.5428571	296322	76.747475	29043	315.68478	3	1	0	-1	0	0	1	1
61784	1.0371446	342.04959	169.056	1250	9	0	0	0	0	0	0	175551	53.036556	0	0	0	0	110	-1	0	1	1	0
26442	1.0705275	239.31406	189.20279	1366	9	1	1	1590	122.30769	398	9.0454545	39940	34.640069	1988	35.5	1	1	24	-1	0	0	1	1
209465	1.0269521	339.47018	185.76581	1661	5	14	0	97615	856.27193	0	0	239440	100.68966	97615	856.27193	14	0	375	-1	0	1	1	0
160567	1.1884655	442.21817	204.46758	2915	1	1	3	1048	262	1415	9.7586207	102828	109.74173	2463	16.641892	1	3	286	-1	0	0	0	0
138829	1.0866598	243.90344	206.46019	1771	1	0	0	0	0	0	0	80854	25.47385	0	0	0	0	225	-1	0	0	1	1
51930	1.0482961	391.93124	160.26094	1280	6	1	1	853	71.083333	1855	31.440678	81005	103.19108	2708	38.685714	1	1	73	-1	0	1	1	0
145908	1.0305117	304.68805	173.69943	1231	6	0	1	0	0	2426	27.885057	16049	21.117105	2426	27.885057	0	1	240	-1	0	1	1	0
109404	1.0520587	301.65857	214.35262	1072	3	2	1	8361	464.5	511	9.125	60834.001	61.760407	8872	121.53425	2	1	176	-1	0	0	1	1
13014	1.0323337	314.41461	171.14977	1095	9	0	0	0	0	0	0	107207	49.910149	0	0	0	0	23	-1	0	1	1	0
144689	1.0817286	266.79465	241.57503	1193	6	2	0	4635	231.75	0	0	100571	41.974541	4635	231.75	2	0	216	-1	0	0	1	1
14280	1.0156901	674.69623	196.4689	10823	6	0	4	0	0	7115	45.903226	4174291	283.79162	7115	45.903226	0	4	46	-1	0	0	0	0
205772	1.0251915	314.49652	174.68187	1009	7	0	0	0	0	0	0	106130	45.647312	0	0	0	0	382	-1	0	1	1	0
147726	1.083604	239.92865	218.41405	925	9	1	3	2395	299.375	1121	6.8773006	28764	29.172414	3516	20.682353	1	3	241	-1	0	0	1	1
32476	1.0278297	466.13892	202.15337	1454	8	1	1	29530	1968.6667	769	13.033898	442914.97	150.65135	30299	415.05479	1	1	57	-1	0	0	1	1
28645	1.0430697	326.9859	192.8221	1276	8	4	2	4242	132.5625	653.99997	7.517241	81491	86.325212	4896	41.491525	4	2	49	-1	0	0	1	1
106098	1.0278145	334.85553	221.9136	1412	7	2	0	1938	193.8	0	0	37220	34.720149	1938	193.8	2	0	181	-1	0	0	1	1
18096	1.1254331	301.35013	216.9664	1131	2	1	2	3992	665.33333	507	6.4177215	168954	76.346136	4499	53.559524	1	2	39	-1	0	0	1	1
149132	1.1007039	256.42899	187.45158	1415	3	0	0	0	0	0	0	46379	15.584341	0	0	0	0	246	-1	0	0	1	1
152180	1.0159756	292.62997	165.85568	1081	4	0	1	0	0	1027	44.652174	12816	22.683187	1027	44.652174	0	1	252	-1	0	1	1	0
50934	1.0904615	385.52249	188.24884	1290	7	0	1	0	0	280	6.5116279	146674	101.08477	280	6.5116279	0	1	75	-1	0	1	1	0
175251	1.1133755	309.24557	207.77055	1922	7	5	0	18746	416.57778	0	0	42525	20.543478	18746	416.57778	5	0	294	-1	0	0	1	1
142041	1.0549195	259.95145	211.11435	1854	7	2	1	21853	1150.1579	338	5.6333333	183854	46.474722	22191	284.5	2	1	220	-1	0	0	1	1
136734	1.0595815	430.66098	186.70699	1174	3	1	1	7960	1137.1429	3384	94	64144	68.093418	11344	270.09524	1	1	230	-1	0	1	1	0
14478	1.0664655	352.03342	212.26436	1706	8	4	0	10080	296.47059	0	0	61427	61.182271	10080	296.47059	4	0	46	-1	0	0	1	1
81431	1.0553116	303.41849	209.02924	4822	6	0	3	0	0	680	5.3543307	372001	51.155253	680	5.3543307	0	3	121	-1	0	0	0	0
70451	1.0698237	247.59299	208.8015	1199	4	2	2	1050	80.769231	827	7.8018868	19060	15.648604	1877	15.90678	2	2	140	-1	0	0	1	1
21183	1.0371246	357.03665	239.83078	1501	3	14	2	86859	768.66372	879	10.719512	553270	146.91184	87738	452.25773	14	2	32	-1	0	0	1	1
2876	1.0183245	439.41467	169.10963	1049	1	1	1	1315	164.375	357	10.818182	237154	144.25426	1672	41.8	1	1	4	-1	0	1	1	0
184267	1.0797156	461.09796	179.57376	1715	9	0	1	0	0	4928	129.68421	407390	123.78912	4928	129.68421	0	1	331	-1	0	1	1	0
151150	1.0473862	373.60654	160.48692	1530	6	0	0	0	0	0	0	18757	33.796396	0	0	0	0	250	-1	0	1	1	0
42586	1.040772	288.00058	184.79655	1686	8	0	0	0	0	0	0	23519	19.42114	0	0	0	0	94	-1	0	0	1	0
197137	1.1440452	297.5863	179.75391	2178	5	0	2	0	0	2420.0001	15.220126	17333.999	16.603447	2420.0001	15.220126	0	2	349	-1	0	0	0	0
165311	1.0572574	325.3269	182.90268	1346	3	0	0	0	0	0	0	20490	14.945295	0	0	0	0	277	-1	0	1	1	0
84965	1.0336816	262.72064	199.59196	1593	6	4	4	17620	652.59259	2076	10.028986	167481	52.966793	19696	84.532189	4	4	145	-1	0	0	1	1
184133	1.0835531	234.70779	254.91772	1410	7	0	0	0	0	0	0	14462	9.9122687	0	0	0	0	331	-1	0	0	1	1
200093	1.0738804	514.5155	188.86902	1420	1	3	1	23776	625.68421	6160	118.46154	110694	84.499237	29936	336.35955	3	1	355	-1	0	1	1	0
7592	1.0819248	306.13507	217.85292	1081	4	1	1	616	88	2929	27.632075	26854	31.855279	3545	31.651786	1	1	13	-1	0	0	1	1
113543	1.0251925	280.51749	192.67339	943	4	2	0	5061	460.09091	0	0	36043	43.165269	5061	460.09091	2	0	169	-1	0	0	1	1
160802	1.0588709	437.366	184.12755	1623	4	0	1	0	0	359	3.59	42341	40.171727	359	3.59	0	1	286	-1	0	1	1	0
97603	1.0317998	271.14627	215.70216	1709	8	7	1	35612	556.4375	602	11.148148	213180.02	58.630367	36214	309.52137	7	1	166	-1	0	0	1	1
139481	1.1247561	371.00464	179.74683	2366	8	4	3	12203	451.96296	3033	22.466667	420592	85.209076	15236	94.63354	4	3	225	-1	0	0	0	0
13534	1.0363111	225.92186	179.08499	1459	7	0	0	0	0	0	0	12448	7.4628297	0	0	0	0	47	-1	0	0	1	1
25721	1.1102223	283.72617	200.1351	829	3	1	1	3812	423.55556	494	6.7671233	38613.002	50.016842	4306	53.160494	1	1	24	-1	0	0	1	1
76321	1.020242	446.91959	165.58577	1405	2	0	2	0	0	6233	56.663636	207883	69.06412	6233	56.663636	0	2	129	-1	0	1	1	0
38106	1.0880611	330.53604	208.24556	1914	9	3	1	18801	587.53125	488	7.2835821	385722	91.165682	19289	196.82653	3	1	68	-1	0	0	1	1
80025	1.0459448	301.88376	237.88094	2125	9	11	0	24723	392.42857	0	0	382032	97.806452	24723	392.42857	11	0	123	-1	0	0	1	1
134825	1.0340799	309.78241	185.00754	1990	1	0	0	0	0	0	0	40510	31.822467	0	0	0	0	233	-1	0	1	1	0
161454	1.055756	787.57874	190.61246	1365	8	0	0	0	0	0	0	190620	239.47236	0	0	0	0	286	-1	0	1	1	0
113298	1.1022681	346.98715	192.06955	1869	2	0	4	0	0	1545	7.4637681	31828	75.421801	1545	7.4637681	0	4	169	-1	0	0	1	0
171860	1.0661041	355.71063	164.44249	1365	9	0	0	0	0	0	0	37047	31.105793	0	0	0	0	265	-1	0	1	1	0
104340	1.1314424	272.21576	203.76421	1548	8	3	2	11670	583.5	843	6.1532847	39561	63.808065	12513	80.211538	3	2	184	-1	0	0	1	1
48788	1.0235391	301.76248	231.32889	2101	4	3	1	18072	475.57895	355	8.0681818	97738.999	45.544734	18427	227.49383	3	1	81	-1	0	0	1	1
103606	1.1091029	343.03372	168.15701	949	7	1	0	4978	142.22857	0	0	70084	42.91733	4978	142.22857	1	0	185	-1	0	1	1	0
197953	1.0622163	271.08347	229.07385	1354	8	0	1	0	0	356	7.4166667	13562	16.660934	356	7.4166667	0	1	350	-1	0	0	1	1
41350	1.0338476	259.49823	223.04858	1688	6	0	1	0	0	365	6.6363636	10234	6.2862408	365	6.6363636	0	1	95	-1	0	0	1	1
138179	1.0392856	253.09575	228.50406	1107	5	1	2	2463	223.90909	683	8.2289157	19616	26.797814	3146	33.827957	1	2	227	-1	0	0	1	1
144575	1.0614677	259.00488	181.0683	1640	5	0	2	0	0	561	7.5810811	22154	15.236589	561	7.5810811	0	2	216	-1	0	0	1	0
27343	1.0797836	299.42847	185.37241	1587	7	0	2	0	0	555	7.8169014	32878	29.780797	555	7.8169014	0	2	48	-1	0	0	1	0
153807	1.1065988	274.4841	201.66795	1289	1	0	1	0	0	697	12.907407	108864	42.675029	697	12.907407	0	1	256	-1	0	0	1	1
190916	1.1069885	360.51205	198.05569	1203	8	6	1	14852	390.84211	4631	39.245763	132241	111.40775	19483	125.69677	6	1	336	-1	0	0	1	1
135351	1.0915689	321.68375	171.26663	1834	9	0	1	0	0	1868	25.944444	197699	56.308459	1868	25.944444	0	1	233	-1	0	1	1	0
71534	1.0577393	378.69162	174.04926	1015	2	0	1	0	0	2515	73.970588	16449	17.763499	2515	73.970588	0	1	138	-1	0	1	1	0
102466	1.0567103	247.20996	199.40196	1224	9	3	2	2724	129.71429	524	6.0229885	24080	23.355965	3248	30.35514	3	2	187	-1	0	0	1	1
135210	1.0237696	308.41571	166.63715	1287	7	0	0	0	0	0	0	17570	17.141463	0	0	0	0	233	-1	0	1	1	0
180102	1.1877286	302.32593	188.5993	2875	1	4	4	23147	723.34375	4010	18.826291	262901	55.699364	27157	111.29918	4	4	310	-1	0	0	0	0
109053	1.0506396	229.88133	219.17703	1559	6	2	1	1125	93.75	237	4.74	67922	24.10291	1362	22.327869	2	1	177	-1	0	0	1	1
123050	1.0879729	247.2433	200.00145	1381	3	3	1	10219	393.03846	284	8.3529412	37233	34.797197	10503	178.01695	3	1	205	-1	0	0	1	1
23835	1.1444844	297.74417	247.45894	3264	7	9	1	11285	197.98246	414	10.894737	132988	67.678372	11699	124.45745	9	1	26	-1	0	0	0	0
163765	1.0229847	385.61774	196.62038	756	4	0	0	0	0	0	0	132170	78.766389	0	0	0	0	281	-1	0	0	1	0
109289	1.1391306	281.16006	218.51636	1437	1	1	1	1345	112.08333	2480	72.941176	20227.999	13.135064	3825	85	1	1	176	-1	0	0	1	1
174422	1.0268664	340.20358	280.22412	3797	9	0	1	0	0	436	9.6888889	82513	49.886941	436	9.6888889	0	1	290	-1	0	0	0	0
72388	1.0653542	292.07635	192.74927	2030	2	0	2	0	0	768.99997	7.8469385	123677.01	34.585293	768.99997	7.8469385	0	2	136	-1	0	0	1	1
94022	1.0685692	356.08691	175.79018	3808	4	3	4	20999	807.65385	5690	27.621359	16428	7.0115237	26689	115.5368	3	4	161	-1	0	0	0	0
165263	1.0442014	237.08018	206.79079	1085	1	0	1	0	0	385	7.7	10029	13.248349	385	7.7	0	1	277	-1	0	0	1	1
75887	1.0616938	244.13736	165.87363	182	6	0	0	0	0	0	0	2797	6.788835	0	0	0	0	130	-1	0	0	0	0
7529	1.0817062	340.13199	180.24393	947	1	0	0	0	0	0	0	31721	55.071181	0	0	0	0	13	-1	0	1	1	0
124877	1.0317667	248.22569	197.511	1090	2	0	1	0	0	204	9.2727273	50939	23.049321	204	9.2727273	0	1	209	-1	0	0	1	1
171790	1.138574	360.41321	194.63211	2759	9	2	1	1663	127.92308	299	7.475	115134	54.956563	1962	37.730769	2	1	265	-1	0	0	0	0
171648	1.0190996	304.24652	172.47102	1225	8	0	1	0	0	645	14.021739	118653	51.298314	645	14.021739	0	1	265	-1	0	1	1	0
164896	1.0105015	451.21649	171.82802	1820	1	1	0	433	72.166667	0	0	398863	103.46641	433	72.166667	1	0	278	-1	0	1	1	0
23698	1.0979811	279.27789	193.63643	1389	3	1	1	1868	169.81818	550	7.0512821	23101	23.101	2418	27.477273	1	1	26	-1	0	0	1	1
45385	1.0472931	292.67896	238.51291	813	7	3	0	6554	327.7	0	0	26968	29.831858	6554	327.7	3	0	88	-1	0	0	1	1
202608	1.1762503	271.51297	232.15369	1425	7	1	0	814	101.75	0	0	23155	21.885633	814	101.75	1	0	358	-1	0	0	0	0
101793	1.0950749	344.79916	174.11967	1688	1	0	2	0	0	9033	106.27059	89000	43.099274	9033	106.27059	0	2	187	-1	0	1	1	0
71000	1.0852745	233.62549	269.85367	1271	9	1	1	1562	173.55556	326	6.7916667	85942	26.60743	1888	33.714286	1	1	140	-1	0	0	1	1
179323	1.0546724	291.43964	218.26315	646	8	1	0	1391	198.71429	0	0	30929	59.478846	1391	198.71429	1	0	307	-1	0	0	1	1
94810	1.0240828	306.271	171.1274	1358	5	1	0	1005	201	0	0	172207	64.618011	1005	201	1	0	162	-1	0	1	1	0
74459	1.0719149	239.13837	192.11635	1272	6	0	2	0	0	627	6.53125	52085.996	18.180103	627	6.53125	0	2	133	-1	0	0	1	1
162913	1.0592851	772.16003	205.47856	2006	8	2	0	16930	1410.8333	0	0	26270	20.238829	16930	1410.8333	2	0	283	-1	0	0	1	0
55906	1.0510405	333.24667	184.69537	1881	2	0	3	0	0	741	7.9677419	213810	64.091727	741	7.9677419	0	3	99	-1	0	1	1	0
101821	1.0369436	323.81927	165.8257	1245	1	0	2	0	0	4688.9998	75.629028	20790	21.30123	4688.9998	75.629028	0	2	187	-1	0	1	1	0
98295	1.079189	211.09781	204.25464	1830	7	0	0	0	0	0	0	7845	4.617422	0	0	0	0	167	-1	0	0	1	1
76853	1.0301806	429.75183	160.76318	1233	7	0	0	0	0	0	0	178787	77.430489	0	0	0	0	129	-1	0	1	1	0
154268	1.0773287	248.1875	238.44444	1152	9	2	1	3605	240.33333	1734	40.325581	31005	20.505952	5339	93.666667	2	1	256	-1	0	0	1	1
91505	1.0214364	447.68396	174.69106	1832	3	0	1	0	0	260	6.1904762	400519	120.13167	260	6.1904762	0	1	157	-1	0	1	1	0
189844	1.075765	283.06686	219.65932	1271	8	0	1	0	0	177	5.9	30270	75.486284	177	5.9	0	1	312	-1	0	0	1	1
23987	1.0285144	425.74265	174.59753	1702	1	0	1	0	0	455	14.21875	491247	124.36633	455	14.21875	0	1	25	-1	0	1	1	0
126105	1.0984901	234.22632	206.48518	1383	3	0	0	0	0	0	0	0	0	0	0	0	0	211	-1	0	0	1	1
172622	1.0212769	377.77191	173.53252	1061	7	2	1	2515	179.64286	2072	40.627451	190929	74.436257	4587	71.671875	2	1	264	-1	0	1	1	0
72708	1.049514	328.06152	197.35001	260	7	0	0	0	0	0	0	57491	49.689715	0	0	0	0	136	-1	0	0	0	0
158622	1.0585449	228.92458	253.66476	8910	4	0	8	0	0	1539	5.0625	237429	14.755391	1539	5.0625	0	8	263	-1	0	0	0	0
154722	1.0439454	263.47775	280.7157	2114	7	7	0	49873	831.21667	0	0	281897	52.839175	49873	831.21667	7	0	257	-1	0	0	1	1
193078	1.0656471	449.95737	170.39018	774	9	0	0	0	0	0	0	31385	52.134552	0	0	0	0	339	-1	0	1	1	0
27560	1.0758869	354.60611	254.88661	1508	9	3	1	3271	121.14815	185	8.4090909	104660	64.96586	3456	72	3	1	48	-1	0	0	1	1
45724	1.0538705	438.15366	182.92131	1614	5	0	0	0	0	0	0	416134	111.68384	0	0	0	0	87	-1	0	1	1	0
7497	1.0486165	272.90076	212.02406	1330	1	5	1	12565	405.32258	648	12	41572	49.314353	13213	157.29762	5	1	13	-1	0	0	1	1
210308	1.0874078	270.35016	166.31833	1288	7	1	1	6991	466.06667	1042	16.539683	10254	15.168639	8033	104.32468	1	1	373	-1	0	0	1	0
183794	1.0806154	230.70261	181.76208	269	8	1	0	12537	964.38462	0	0	7467.999	11.384145	12537	964.38462	1	0	332	-1	0	0	0	0
29864	1.0832218	231.73544	235.56351	2181	5	1	2	1040	148.57143	623	4.9444444	43717	17.953593	1663	12.598485	1	2	51	-1	0	0	1	1
